,id,name,common_name,supercategory,kingdom,phylum,class,order,family,genus,specific_epithet,image_dir_name,label
681,681,Bombus bimaculatus,Two-spotted Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,bimaculatus,00681_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_bimaculatus,Two-spotted Bumblebee Insects Bombus
682,682,Bombus borealis,Northern Amber Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,borealis,00682_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_borealis,Northern Amber Bumble Bee Insects Bombus
683,683,Bombus californicus,California Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,californicus,00683_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_californicus,California Bumble Bee Insects Bombus
684,684,Bombus citrinus,Lemon Cuckoo Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,citrinus,00684_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_citrinus,Lemon Cuckoo Bumblebee Insects Bombus
685,685,Bombus fervidus,Yellow Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,fervidus,00685_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_fervidus,Yellow Bumble Bee Insects Bombus
686,686,Bombus flavifrons,Yellow-Fronted Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,flavifrons,00686_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_flavifrons,Yellow-Fronted Bumble Bee Insects Bombus
687,687,Bombus griseocollis,Brown-belted Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,griseocollis,00687_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_griseocollis,Brown-belted Bumblebee Insects Bombus
688,688,Bombus huntii,Hunt's Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,huntii,00688_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_huntii,Hunt's Bumble Bee Insects Bombus
689,689,Bombus hypnorum,Tree Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,hypnorum,00689_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_hypnorum,Tree Bumblebee Insects Bombus
690,690,Bombus impatiens,Common Eastern Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,impatiens,00690_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_impatiens,Common Eastern Bumblebee Insects Bombus
691,691,Bombus lapidarius,Large Red-tailed Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,lapidarius,00691_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_lapidarius,Large Red-tailed Bumblebee Insects Bombus
692,692,Bombus melanopygus,Black-tailed Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,melanopygus,00692_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_melanopygus,Black-tailed Bumblebee Insects Bombus
693,693,Bombus mixtus,Fuzzy-Horned Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,mixtus,00693_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_mixtus,Fuzzy-Horned Bumble Bee Insects Bombus
694,694,Bombus nevadensis,Nevada Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,nevadensis,00694_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_nevadensis,Nevada Bumble Bee Insects Bombus
695,695,Bombus pascuorum,Common Carder Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,pascuorum,00695_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_pascuorum,Common Carder Bumble Bee Insects Bombus
696,696,Bombus pensylvanicus,American Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,pensylvanicus,00696_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_pensylvanicus,American Bumble Bee Insects Bombus
697,697,Bombus perplexus,Perplexing Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,perplexus,00697_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_perplexus,Perplexing Bumble Bee Insects Bombus
698,698,Bombus pratorum,Early Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,pratorum,00698_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_pratorum,Early Bumblebee Insects Bombus
699,699,Bombus rufocinctus,Red-belted Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,rufocinctus,00699_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_rufocinctus,Red-belted Bumble Bee Insects Bombus
700,700,Bombus sonorus,Sonoran Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,sonorus,00700_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_sonorus,Sonoran Bumble Bee Insects Bombus
701,701,Bombus ternarius,Tricolored Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,ternarius,00701_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_ternarius,Tricolored Bumble Bee Insects Bombus
702,702,Bombus terrestris,Buff-tailed Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,terrestris,00702_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_terrestris,Buff-tailed Bumblebee Insects Bombus
703,703,Bombus terricola,Yellow-banded Bumble Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,terricola,00703_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_terricola,Yellow-banded Bumble Bee Insects Bombus
704,704,Bombus vagans,Half-black Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,vagans,00704_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_vagans,Half-black Bumblebee Insects Bombus
705,705,Bombus vancouverensis,Bombus vancouverensis,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,vancouverensis,00705_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_vancouverensis,Bombus vancouverensis Insects Bombus
706,706,Bombus vosnesenskii,Yellow-faced Bumblebee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,vosnesenskii,00706_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Bombus_vosnesenskii,Yellow-faced Bumblebee Insects Bombus
707,707,Melissodes bimaculatus,Two-spotted Long-horned Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,bimaculatus,00707_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Melissodes_bimaculatus,Two-spotted Long-horned Bee Insects Melissodes
708,708,Tetragonisca angustula,Narrow Stingless Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetragonisca,angustula,00708_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Tetragonisca_angustula,Narrow Stingless Bee Insects Tetragonisca
709,709,Trigona fulviventris,Fox-colored Stingless Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,fulviventris,00709_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Trigona_fulviventris,Fox-colored Stingless Bee Insects Trigona
710,710,Xylocopa californica,California Carpenter Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,californica,00710_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Xylocopa_californica,California Carpenter Bee Insects Xylocopa
711,711,Xylocopa micans,Southern Carpenter Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,micans,00711_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Xylocopa_micans,Southern Carpenter Bee Insects Xylocopa
712,712,Xylocopa sonorina,Valley Carpenter Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,sonorina,00712_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Xylocopa_sonorina,Valley Carpenter Bee Insects Xylocopa
713,713,Xylocopa tabaniformis,Horsefly-like Carpenter Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,tabaniformis,00713_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Xylocopa_tabaniformis,Horsefly-like Carpenter Bee Insects Xylocopa
714,714,Xylocopa violacea,Violet Carpenter Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,violacea,00714_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Xylocopa_violacea,Violet Carpenter Bee Insects Xylocopa
715,715,Xylocopa virginica,Eastern Carpenter Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,virginica,00715_Animalia_Arthropoda_Insecta_Hymenoptera_Apidae_Xylocopa_virginica,Eastern Carpenter Bee Insects Xylocopa
716,716,Cotesia congregata,Tomato Hornworm Parasitoid Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Cotesia,congregata,00716_Animalia_Arthropoda_Insecta_Hymenoptera_Braconidae_Cotesia_congregata,Tomato Hornworm Parasitoid Wasp Insects Cotesia
717,717,Chrysis angolensis,Chrysis angolensis,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Chrysididae,Chrysis,angolensis,00717_Animalia_Arthropoda_Insecta_Hymenoptera_Chrysididae_Chrysis_angolensis,Chrysis angolensis Insects Chrysis
718,718,Cimbex americanus,Elm Sawfly,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Cimbicidae,Cimbex,americanus,00718_Animalia_Arthropoda_Insecta_Hymenoptera_Cimbicidae_Cimbex_americanus,Elm Sawfly Insects Cimbex
719,719,Colletes inaequalis,Unequal Cellophane Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,inaequalis,00719_Animalia_Arthropoda_Insecta_Hymenoptera_Colletidae_Colletes_inaequalis,Unequal Cellophane Bee Insects Colletes
720,720,Hylaeus modestus,Modest Masked Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,modestus,00720_Animalia_Arthropoda_Insecta_Hymenoptera_Colletidae_Hylaeus_modestus,Modest Masked Bee Insects Hylaeus
721,721,Bembix americana,American Sand Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Bembix,americana,00721_Animalia_Arthropoda_Insecta_Hymenoptera_Crabronidae_Bembix_americana,American Sand Wasp Insects Bembix
722,722,Bicyrtes quadrifasciatus,Four-banded Stink Bug Hunter Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Bicyrtes,quadrifasciatus,00722_Animalia_Arthropoda_Insecta_Hymenoptera_Crabronidae_Bicyrtes_quadrifasciatus,Four-banded Stink Bug Hunter Wasp Insects Bicyrtes
723,723,Philanthus gibbosus,Humped Beewolf,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Philanthus,gibbosus,00723_Animalia_Arthropoda_Insecta_Hymenoptera_Crabronidae_Philanthus_gibbosus,Humped Beewolf Insects Philanthus
724,724,Philanthus triangulum,European beewolf,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Philanthus,triangulum,00724_Animalia_Arthropoda_Insecta_Hymenoptera_Crabronidae_Philanthus_triangulum,European beewolf Insects Philanthus
725,725,Sphecius speciosus,Eastern Cicada-killer Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Sphecius,speciosus,00725_Animalia_Arthropoda_Insecta_Hymenoptera_Crabronidae_Sphecius_speciosus,Eastern Cicada-killer Wasp Insects Sphecius
726,726,Trypoxylon politum,Organ-pipe Mud-dauber Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Trypoxylon,politum,00726_Animalia_Arthropoda_Insecta_Hymenoptera_Crabronidae_Trypoxylon_politum,Organ-pipe Mud-dauber Wasp Insects Trypoxylon
727,727,Amphibolips confluenta,Spongy Oak Apple Gall Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Amphibolips,confluenta,00727_Animalia_Arthropoda_Insecta_Hymenoptera_Cynipidae_Amphibolips_confluenta,Spongy Oak Apple Gall Wasp Insects Amphibolips
728,728,Amphibolips quercusjuglans,Acorn Plum Gall Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Amphibolips,quercusjuglans,00728_Animalia_Arthropoda_Insecta_Hymenoptera_Cynipidae_Amphibolips_quercusjuglans,Acorn Plum Gall Wasp Insects Amphibolips
729,729,Amphibolips quercuspomiformis,Live Oak Apple Gall Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Amphibolips,quercuspomiformis,00729_Animalia_Arthropoda_Insecta_Hymenoptera_Cynipidae_Amphibolips_quercuspomiformis,Live Oak Apple Gall Wasp Insects Amphibolips
730,730,Andricus kingi,Red Cone Gall Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Andricus,kingi,00730_Animalia_Arthropoda_Insecta_Hymenoptera_Cynipidae_Andricus_kingi,Red Cone Gall Wasp Insects Andricus
731,731,Andricus quercuscalifornicus,California Gall Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Andricus,quercuscalifornicus,00731_Animalia_Arthropoda_Insecta_Hymenoptera_Cynipidae_Andricus_quercuscalifornicus,California Gall Wasp Insects Andricus
732,732,Callirhytis seminator,Wool Sower Gall Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Callirhytis,seminator,00732_Animalia_Arthropoda_Insecta_Hymenoptera_Cynipidae_Callirhytis_seminator,Wool Sower Gall Wasp Insects Callirhytis
733,733,Cynips douglasii,Spined Turban Gall Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Cynips,douglasii,00733_Animalia_Arthropoda_Insecta_Hymenoptera_Cynipidae_Cynips_douglasii,Spined Turban Gall Wasp Insects Cynips
734,734,Diplolepis polita,Spiny Leaf Gall Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,polita,00734_Animalia_Arthropoda_Insecta_Hymenoptera_Cynipidae_Diplolepis_polita,Spiny Leaf Gall Wasp Insects Diplolepis
735,735,Diplolepis rosae,Rose Bedeguar Gall Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,rosae,00735_Animalia_Arthropoda_Insecta_Hymenoptera_Cynipidae_Diplolepis_rosae,Rose Bedeguar Gall Wasp Insects Diplolepis
736,736,Diprion similis,Introduced Pine Sawfly,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Diprionidae,Diprion,similis,00736_Animalia_Arthropoda_Insecta_Hymenoptera_Diprionidae_Diprion_similis,Introduced Pine Sawfly Insects Diprion
737,737,Evania appendigaster,Cockroach Egg Parasitoid Wasp,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Evaniidae,Evania,appendigaster,00737_Animalia_Arthropoda_Insecta_Hymenoptera_Evaniidae_Evania_appendigaster,Cockroach Egg Parasitoid Wasp Insects Evania
738,738,Anoplolepis gracilipes,Yellow Crazy Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,gracilipes,00738_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Anoplolepis_gracilipes,Yellow Crazy Ant Insects Anoplolepis
739,739,Atta cephalotes,Atta cephalotes,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,cephalotes,00739_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Atta_cephalotes,Atta cephalotes Insects Atta
740,740,Atta mexicana,Chicatana Leafcutter Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,mexicana,00740_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Atta_mexicana,Chicatana Leafcutter Ant Insects Atta
741,741,Atta texana,Texas Leafcutter Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,texana,00741_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Atta_texana,Texas Leafcutter Ant Insects Atta
742,742,Camponotus castaneus,Chestnut Carpenter Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,castaneus,00742_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Camponotus_castaneus,Chestnut Carpenter Ant Insects Camponotus
743,743,Camponotus floridanus,Florida Carpenter Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,floridanus,00743_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Camponotus_floridanus,Florida Carpenter Ant Insects Camponotus
744,744,Camponotus fulvopilosus,Karoo Balbyter Sugar Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,fulvopilosus,00744_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Camponotus_fulvopilosus,Karoo Balbyter Sugar Ant Insects Camponotus
745,745,Camponotus modoc,Western Carpenter Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,modoc,00745_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Camponotus_modoc,Western Carpenter Ant Insects Camponotus
746,746,Camponotus niveosetosus,Hairy Sugar Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,niveosetosus,00746_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Camponotus_niveosetosus,Hairy Sugar Ant Insects Camponotus
747,747,Camponotus novaeboracensis,New York Carpenter Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,novaeboracensis,00747_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Camponotus_novaeboracensis,New York Carpenter Ant Insects Camponotus
748,748,Camponotus pennsylvanicus,Eastern Black Carpenter Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,pennsylvanicus,00748_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Camponotus_pennsylvanicus,Eastern Black Carpenter Ant Insects Camponotus
749,749,Camponotus planatus,Compact Carpenter Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,planatus,00749_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Camponotus_planatus,Compact Carpenter Ant Insects Camponotus
750,750,Camponotus sericeiventris,Shimmering Golden Sugar ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,sericeiventris,00750_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Camponotus_sericeiventris,Shimmering Golden Sugar ant Insects Camponotus
751,751,Crematogaster peringueyi,Cocktail Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,peringueyi,00751_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Crematogaster_peringueyi,Cocktail Ant Insects Crematogaster
752,752,Crematogaster scutellaris,Mediterranean Acrobat Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,scutellaris,00752_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Crematogaster_scutellaris,Mediterranean Acrobat Ant Insects Crematogaster
753,753,Formica obscuripes,Western Thatching Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,obscuripes,00753_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Formica_obscuripes,Western Thatching Ant Insects Formica
754,754,Formica rufa,Southern Wood Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,rufa,00754_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Formica_rufa,Southern Wood Ant Insects Formica
755,755,Iridomyrmex purpureus,Meat Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Iridomyrmex,purpureus,00755_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Iridomyrmex_purpureus,Meat Ant Insects Iridomyrmex
756,756,Linepithema humile,Argentine Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,humile,00756_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Linepithema_humile,Argentine Ant Insects Linepithema
757,757,Liometopum occidentale,Velvety Tree Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Liometopum,occidentale,00757_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Liometopum_occidentale,Velvety Tree Ant Insects Liometopum
758,758,Myrmecia pilosula,Black Jumper Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,pilosula,00758_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Myrmecia_pilosula,Black Jumper Ant Insects Myrmecia
759,759,Neoponera villosa,Hairy panther ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Neoponera,villosa,00759_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Neoponera_villosa,Hairy panther ant Insects Neoponera
760,760,Oecophylla smaragdina,Green Tree Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,smaragdina,00760_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Oecophylla_smaragdina,Green Tree Ant Insects Oecophylla
761,761,Paraponera clavata,Bullet Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Paraponera,clavata,00761_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Paraponera_clavata,Bullet Ant Insects Paraponera
762,762,Paratrechina longicornis,Longhorn Crazy Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Paratrechina,longicornis,00762_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Paratrechina_longicornis,Longhorn Crazy Ant Insects Paratrechina
763,763,Pogonomyrmex barbatus,Red Harvester Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,barbatus,00763_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Pogonomyrmex_barbatus,Red Harvester Ant Insects Pogonomyrmex
764,764,Pogonomyrmex californicus,California Harvester Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,californicus,00764_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Pogonomyrmex_californicus,California Harvester Ant Insects Pogonomyrmex
765,765,Pogonomyrmex rugosus,Rough Harvester Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,rugosus,00765_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Pogonomyrmex_rugosus,Rough Harvester Ant Insects Pogonomyrmex
766,766,Prenolepis imparis,Small Honey Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Prenolepis,imparis,00766_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Prenolepis_imparis,Small Honey Ant Insects Prenolepis
767,767,Pseudomyrmex gracilis,Elongate Twig Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pseudomyrmex,gracilis,00767_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Pseudomyrmex_gracilis,Elongate Twig Ant Insects Pseudomyrmex
768,768,Solenopsis invicta,Red Imported Fire Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,invicta,00768_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Solenopsis_invicta,Red Imported Fire Ant Insects Solenopsis
769,769,Tapinoma sessile,Odorous House Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,sessile,00769_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Tapinoma_sessile,Odorous House Ant Insects Tapinoma
770,770,Tetramorium immigrans,Immigrant Pavement Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,immigrans,00770_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Tetramorium_immigrans,Immigrant Pavement Ant Insects Tetramorium
771,771,Veromessor pergandei,Black Harvester Ant,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Veromessor,pergandei,00771_Animalia_Arthropoda_Insecta_Hymenoptera_Formicidae_Veromessor_pergandei,Black Harvester Ant Insects Veromessor
772,772,Agapostemon splendens,Brown-winged Striped Sweat Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,splendens,00772_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Agapostemon_splendens,Brown-winged Striped Sweat Bee Insects Agapostemon
773,773,Agapostemon virescens,Bicolored Striped Sweat Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,virescens,00773_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Agapostemon_virescens,Bicolored Striped Sweat Bee Insects Agapostemon
774,774,Augochlora pura,Pure Green Sweat Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,pura,00774_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Augochlora_pura,Pure Green Sweat Bee Insects Augochlora
775,775,Augochloropsis metallica,Metallic Epauletted-Sweat Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochloropsis,metallica,00775_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Augochloropsis_metallica,Metallic Epauletted-Sweat Bee Insects Augochloropsis
776,776,Halictus ligatus,Ligated Furrow Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,ligatus,00776_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Halictus_ligatus,Ligated Furrow Bee Insects Halictus
777,777,Halictus poeyi,Poey's Furrow Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,poeyi,00777_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Halictus_poeyi,Poey's Furrow Bee Insects Halictus
778,778,Halictus rubicundus,Orange-legged Furrow Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,rubicundus,00778_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Halictus_rubicundus,Orange-legged Furrow Bee Insects Halictus
779,779,Halictus scabiosae,Great Banded Furrow Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,scabiosae,00779_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Halictus_scabiosae,Great Banded Furrow Bee Insects Halictus
780,780,Halictus tripartitus,Tripartite Sweat Bee,Insects,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,tripartitus,00780_Animalia_Arthropoda_Insecta_Hymenoptera_Halictidae_Halictus_tripartitus,Tripartite Sweat Bee Insects Halictus
